text,class
It provides much more flexibility for connectivity.,0
Mac tutorials do help.,0
The technical support was not helpful as well.,0
I got the new adapter and there was no change.,1
"Logic board utterly fried , cried , and laid down and died.",0
The sound was crappy even when you turn up the volume still the same results.,0
OSX Lion is a great performer..extremely fast and reliable.,0
"Having heard from friends and family about how reliable a Mac product is , I never expected to have an application crash within the first month , but I did.",1
The Macbook pro 's physical form is wonderful.,0
The Mini 's body has n't changed since late 2010- and for a good reason.,0
The unibody construction really does feel lot more solid than Apple 's previous laptops.,0
3D rendering slows it down considerably.,0
"fast , great screen , beautiful apps for a laptop ; priced at 1100 on the apple website ; amazon had it for 1098+ tax - plus i had a 10 % off coupon from amazon-cost me 998 plus tax- 1070- OTD!",0
All the ports are much needed since this is my main computer.,0
"The Like New condition of the iMac MC309LL/A on Amazon is at $ 900+ level only , and it is a Quad-Core 2.5 GHz CPU ( similar to the $ 799 Mini ) , with Radeon HD 6750M 512MB graphic card ( this mini is integrated Intel 4000 card ) , and it even comes with wireless Apple Keyboard and Mouse , all put together in neat and nice package.",0
Put a cover on it and is a little better but that is my only complaint.,1
Within a few hours I was using the gestures unconsciously.,1
This mac does come with an extender cable and I 'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.,1
The 2.9ghz dual-core i7 chip really out does itself.,0
It is pretty snappy and starts up in about 30 seconds which is good enough for me.,0
Not sure on Windows 8.,0
My one complaint is that there was no internal CD drive.,1
This newer netbook has no hard drive or network lights.,0
Not too expense and has enough storage for most users and many ports.,0
The audio volume is quite low and virtually unusable in a room with any background activity.,0
It is lightweight and the perfect size to carry to class.,0
The MBP is beautiful has many wonderful capabilities.,0
"I thought that it will be fine , if i do some settings.",0
Runs very smoothly.,0
Boot-up slowed significantly after all Windows updates were installed.,0
"It was important that it was powerful enough to do all of the tasks he needed on the internet , word processing , graphic design and gaming.",0
"I like the Mini Mac it was easy to setup and install , but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",1
Runs real quick.,0
"Since the machine 's slim profile is critical to me , that was a problem.",0
"WiFi capability , disk drive and multiple USB ports to connect scale and printers was all that was required.",0
"The SD card reader is slightly recessed and upside down ( the nail slot on the card can not be accessed ) , if this was a self ejecting slot this would not be an issue , but its not.",0
"Soft touch , anodized aluminum with laser cut precision and no flaws.",0
"Simple details , crafted aluminium and real glass make this laptop blow away the other plastic ridden , bulky sticker filled laptops.",0
First of all yes this is a mac and it has that nice brushed aluminum.,0
No HDMI port.,0
Customization on mac is impossible.,0
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,0
The SuperDrive is quiet.,0
"The battery was completely dead , in fact it had grown about a quarter inch thick lump on the underside.",0
if yo like practicality this is the laptop for you.,0
The OS is great.,0
"CONS : Price is a bit ridiculous , kinda heavy.",0
"Which it did not have , only 3 USB 2 ports.",0
No startup disk was not included but that may be my fault.,1
It is very fast and has everything that I need except for a word program.,1
Needs a CD/DVD drive and a bigger power switch.,0
My laptop with Windows 7 crashed and I did not want Windows 8.,1
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,0
Nice packing.,0
"I switched to this because I wanted something different , even though I miss windows.",1
"Apple no longer includes iDVD with the computer and furthermore , Apple does n't even offer it anymore!",0
"I also wanted Windows 7 , which this one has.",1
"At first , I feel a little bit uncomfortable in using the Mac system.",1
It just works out of the box and you have a lot of cool software included with the OS.,0
its as advertised on here ... .. it works great and is not a waste of money!,0
Premium price for the OS more than anything else.,0
"I was a little concerned about the touch pad based on reviews , but I 've found it fine to work with.",1
"However , the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",0
The battery is not as shown in the product photos.,0
Shipping was quick and product described was the product sent and so much more.,0
the retina display display make pictures i took years ago jaw dropping.,1
The Mac Mini is probably the simplest example of compact computing out there.,0
"Additionally , there is barely a ventilation system in the computer , and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot , and in fact impossible to keep on lap.",0
"Chatting with Acer support , I was advised the problem was corrupted operating system files.",1
It 's been a couple weeks since the purchase and I 'm struggle with finding the correct keys ( but that was expected ).,1
"Many people complain about the new OS , and it 's urgent for Apple to fix it asap!",1
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,1
User upgradeable RAM and HDD.,0
But I wanted the Pro for the CD/DVD player.,1
I was a little worry at first because I do n't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,1
With the softwares supporting the use of other OS makes it much better.,1
"I was considering buying the Air , but in reality , this one has a more powerful performance and seems much more convenient , even though it 's about .20 inch thicker and 2 lbs heavier.",1
"At home and the office it gets plugged into an external 24 '' LCD screen , so built in screen size is not terribly important.",0
Just beware no DVD slot so when I went to install software I had on CD I could n't.,1
No Cd Rom in the new version there 's no way I 'm spending that kind of money on something has less features than the older version.,1
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer.,1
and its not hard to accidentally bang it against something so i recommend getting a case to protect it.,0
I got this at an amazing price from Amazon and it arrived just in time.,1
"Every time I log into the system after a few hours , there is this endlessly frustrating process that I have to go through.",1
"Put a SSD and use a 21 '' LED screen , this set up is silky smooth!",0
"The case is now slightly larger than the previous generation , but the lack of an external power supply justifies the small increase in size.",1
"I had to buy a wireless mouse to go with it , as I am old school and hate the pad , but knew that before I bought it , now it works great , need to get adjusted to the key board , as I am used to a bigger one and pounding.",1
"Has all the other features I wanted including a VGA port , HDMI , ethernet and 3 USB ports.",1
The only thing I dislike about this laptop are the rubber pads found on the bottom of the computer for grip.,1
It 's a decent computer for the price and hopefully it will last a long time.,0
The nicest part is the low heat output and ultra quiet operation.,0
"this Mac Mini does not have a built-in mic , and it would seem that its Mac OS 10.9 does not handle external microphones properly.",0
"A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC .####[([3], [1, 2], 'NEU'), ([5], [1, 2], 'NEU')]",1
Was n't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally unique and different.,0
air has higher resolution but the fonts are small.,0
"working with Mac is so much easier , so many cool features.",0
I like the brightness and adjustments.,1
I only wish this mac had a CD/DVD player built in.,1
The only thing I miss is that my old Alienware laptop had backlit keys.,1
"So happy with this purchase , I just wish it came with Microsoft Word.",1
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,0
"The battery life is excellent , the display is excellent , and downloading apps is a breeze.",0
"The screen , the software and the smoothness of the operating system.",0
"But with this laptop , the bass is very weak and the sound comes out sounding tinny.",0
"The built quality is really good , I was so Happy and excited about this Product.",1
I am loving the fast performance also.,1
"Further , this Mac Mini has a sloppy Bluetooth interface ( courtesy of the Mac OS ) and the range is poor.",0
My only gripe would be the need to add more RAM.,0
Fine if you have a touch screen.,0
"This by far beats any computer out on the market today built well , battery life AMAZING.",0
"The OS is easy , and offers all kinds of surprises.",0
A veryimportant feature is Firewire 800 which in my experience works better then USB3 ( in PC enabled with USB3 ) I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,1
"I like iTunes , the apparent security , the Mini form factor , all the nice graphics stuff.",1
"After replacing the spinning hard disk with an ssd drive , my mac is just flying.",0
I know some people complained about HDMI issues but they released a firmware patch to address that issue.,1
With the needs of a professional photographer I generally need to keep up with the best specs.,1
packing and everything was perfect.,0
I called Toshiba where I gave them the serial number and they informed me that they were having issues with the mother boards.,1
"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty , related to the graphics card.",0
It also comes with 4G of RAM but if you 're like me you want to max that out so I immediately put 8G of RAM in her and I 've never used a computer that performs better.,1
This computer is also awesome for my sons virtual home schooling.,0
Cost is more as compared to other brands.,0
also ... - excellent operating system -- size and weight for optimal mobility -- excellent durability of the battery -- the functions provided by the trackpad is unmatched by any other brand-,0
This hardware seems to be better than the iMac in that it is n't $ 1400 and smaller.,0
I 've had it for about 2 months now and found no issues with software or updates.,1
the latest version does not have a disc drive.,0
Screen - although some people might complain about low res which I think is ridiculous.,1
